#Easting Northing Elev. Mass/Area  [-4->-3) [-3->-2) [-2->-1) [-1->0) [0->1) [1->2) [2->3) [3->4) 
528790 1380690 350 21  0.19 4.1 16 19 26 29 4.9 0.013 
528790 1382190 350 8.8e+02  0.55 8.2 27 30 23 10 0.83 0.0012 
528790 1383690 350 1.6e+03  0.46 8.5 32 33 19 6.7 0.51 0.0008 
528790 1385190 350 1.4e+02  0.11 4.7 31 35 19 8.5 1.2 0.0036 
528790 1386690 350 1.5  0.0046 1 21 37 21 15 4.7 0.047 
528790 1388190 350 0.0049  1.8e-05 0.045 6 31 20 23 19 0.75 
528790 1389690 350 1.1e-05  2.7e-09 0.00019 0.35 13 11 21 48 7.2 
528790 1391190 350 2.8e-08  1e-14 4.3e-08 0.0024 1.9 3.1 8.7 55 31 
528790 1392690 350 9.3e-11  8e-22 4.7e-13 1.7e-06 0.092 0.45 1.6 30 68 
528790 1394190 350 4.1e-13  1.3e-30 2.3e-19 1.1e-10 0.0013 0.035 0.15 8.4 91 
528790 1395690 350 2e-15  4.5e-41 5.8e-27 6.9e-16 5.2e-06 0.0018 0.0091 1.5 98 
528790 1397190 350 1e-17  3.9e-53 7.8e-36 4.9e-22 5.7e-09 7.2e-05 0.00041 0.19 1e+02 
528790 1398690 350 5.5e-20  8.3e-67 5.8e-46 3.8e-29 1.6e-12 2.3e-06 1.5e-05 0.018 1e+02 
528790 1400190 350 2.9e-22  4.3e-82 2.3e-57 3.1e-37 1.1e-16 5.2e-08 4.8e-07 0.0013 1e+02 
528790 1401690 350 1.6e-24  5.5e-99 5e-70 2.8e-46 1.9e-21 7.3e-10 1.4e-08 7.4e-05 1e+02 
528790 1403190 350 8.4e-27  1.7e-117 5.9e-84 2.7e-56 8.1e-27 5.7e-12 4.1e-10 3.4e-06 1e+02 
528790 1404690 350 4.3e-29  1.3e-137 4e-99 2.9e-67 8.4e-33 2.3e-14 1.2e-11 1.3e-07 1e+02 
528790 1406190 350 2e-31  2.8e-159 1.6e-115 3.7e-79 2.3e-39 4.9e-17 3.9e-13 4.8e-09 1e+02 
528790 1407690 350 8e-34  1.7e-182 3.9e-133 5.9e-92 1.7e-46 5.4e-20 1.5e-14 1.8e-10 1e+02 
528790 1409190 350 2.6e-36  3.1e-207 6.5e-152 1.2e-105 3.7e-54 3.3e-23 7.1e-16 7.3e-12 1e+02 
528790 1410690 350 6.7e-39  1.7e-233 7.2e-172 3.3e-120 2.4e-62 1.1e-26 4.1e-17 3.3e-13 1e+02 
528790 1412190 350 1.4e-41  2.8e-261 5.4e-193 1.2e-135 4.6e-71 2e-30 2.8e-18 1.8e-14 1e+02 
528790 1413690 350 2.2e-44  0 2.7e-215 5.9e-152 2.6e-80 1.9e-34 2.1e-19 1.1e-15 1e+02 
528790 1415190 350 3e-47  0 8.8e-239 3.6e-169 4.1e-90 9.5e-39 1.6e-20 7.2e-17 1e+02 
528790 1416690 350 3.6e-50  0 1.8e-263 2.7e-187 1.8e-100 2.4e-43 1e-21 5.4e-18 1e+02 
528790 1418190 350 3.7e-53  0 0 2.5e-206 2e-111 2.9e-48 5.3e-23 4.4e-19 1e+02 
528790 1419690 350 3.4e-56  0 0 2.6e-226 6.1e-123 1.7e-53 2.1e-24 3.9e-20 1e+02 
528790 1421190 350 2.8e-59  0 0 3.3e-247 4.8e-135 4.5e-59 6e-26 3.8e-21 1e+02 
528790 1422690 350 2.1e-62  0 0 0 9.5e-148 5.7e-65 1.2e-27 4.2e-22 1e+02 
528790 1424190 350 1.5e-65  0 0 0 4.9e-161 3.4e-71 1.7e-29 5.5e-23 1e+02 
528790 1425690 350 9.2e-69  0 0 0 6.5e-175 9.4e-78 1.6e-31 8.8e-24 1e+02 
528790 1427190 350 5.3e-72  0 0 0 2.2e-189 1.2e-84 1.1e-33 1.8e-24 1e+02 
528790 1428690 350 2.8e-75  0 0 0 1.9e-204 7.2e-92 4.7e-36 4.7e-25 1e+02 
528790 1430190 350 1.3e-78  0 0 0 4.1e-220 2e-99 1.4e-38 1.6e-25 1e+02 
528790 1431690 350 5.9e-82  0 0 0 2.3e-236 2.5e-107 2.8e-41 6.2e-26 1e+02 
530290 1332690 350 2.1e-104  0 0 0 0 7.3e-146 1.4e-78 1.3e-61 1e+02 
530290 1334190 350 7.1e-100  0 0 0 0 2.2e-137 2.3e-75 6.9e-61 1e+02 
530290 1335690 350 2.1e-95  0 0 0 0 3.1e-129 2.8e-72 5.3e-60 1e+02 
530290 1337190 350 5.2e-91  0 0 0 7.1e-228 2.2e-121 2.3e-69 2.2e-58 1e+02 
530290 1338690 350 1.1e-86  0 0 0 1.1e-212 7.5e-114 1.4e-66 3.5e-56 1e+02 
530290 1340190 350 2.1e-82  0 0 0 4.9e-198 1.3e-106 6.2e-64 7.4e-54 1e+02 
530290 1341690 350 3.2e-78  0 0 0 6e-184 1.1e-99 2e-61 1.8e-51 1e+02 
530290 1343190 350 4e-74  0 0 0 2.1e-170 5.2e-93 5.2e-59 5.1e-49 1e+02 
530290 1344690 350 4e-70  0 0 0 2.2e-157 1.3e-86 1.1e-56 1.7e-46 1e+02 
530290 1346190 350 3e-66  0 0 1.8e-239 7.1e-145 1.8e-80 1.9e-54 6.6e-44 1e+02 
530290 1347690 350 1.7e-62  0 0 2.4e-219 7.1e-133 1.4e-74 2.9e-52 3.1e-41 1e+02 
530290 1349190 350 7.1e-59  0 0 4.7e-200 2.3e-121 6.3e-69 4.3e-50 1.8e-38 1e+02 
530290 1350690 350 2.1e-55  0 3.3e-246 1.4e-181 2.3e-110 1.7e-63 6.3e-48 1.2e-35 1e+02 
530290 1352190 350 4.6e-52  0 1.7e-222 5.7e-164 7.8e-100 2.7e-58 1e-45 9.4e-33 1e+02 
530290 1353690 350 7.2e-49  7.9e-263 6.3e-200 3.5e-147 8.5e-90 2.6e-53 2e-43 8.1e-30 1e+02 
530290 1355190 350 8.1e-46  6e-235 1.8e-178 3.2e-131 3e-80 1.5e-48 5e-41 7.3e-27 1e+02 
530290 1356690 350 6.7e-43  1.5e-208 3.7e-158 4.2e-116 3.5e-71 5e-44 1.7e-38 6.5e-24 1e+02 
530290 1358190 350 4.2e-40  1.2e-183 5.3e-139 7.6e-102 1.2e-62 9.8e-40 1.2e-35 5.4e-21 1e+02 
530290 1359690 350 2.1e-37  2.8e-160 5.2e-121 1.9e-88 1.3e-54 1.1e-35 2.8e-32 4e-18 1e+02 
530290 1361190 350 8.9e-35  1.9e-138 3.2e-104 5.6e-76 3.8e-47 6.5e-32 1.4e-28 2.4e-15 1e+02 
530290 1362690 350 3.5e-32  3.5e-118 1.2e-88 2e-64 2.9e-40 2.1e-28 7.5e-25 1.1e-12 1e+02 
530290 1364190 350 1.3e-29  1.6e-99 2.4e-74 7.7e-54 5.4e-34 3.7e-25 3.5e-21 3.4e-10 1e+02 
530290 1365690 350 5e-27  1.8e-82 2.6e-61 3.3e-44 2.5e-28 3.9e-22 1.2e-17 7.2e-08 1e+02 
530290 1367190 350 1.9e-24  4.9e-67 1.6e-49 1.5e-35 2.8e-23 3e-19 3.1e-14 9.8e-06 1e+02 
530290 1368690 350 7.6e-22  3.2e-53 5.1e-39 7.2e-28 8.3e-19 1.9e-16 4.6e-11 0.00082 1e+02 
530290 1370190 350 3.1e-19  5.2e-41 9e-30 3.9e-21 6.8e-15 1.1e-13 3.7e-08 0.041 1e+02 
530290 1371690 350 1.3e-16  2.1e-30 9e-22 2.4e-15 1.9e-11 7.8e-11 1.5e-05 1.1 99 
530290 1373190 350 5.7e-14  2.2e-21 5e-15 1.7e-10 2.1e-08 8e-08 0.003 13 87 
530290 1374690 350 3.4e-11  4.5e-14 1.3e-09 1.1e-06 9.1e-06 5.4e-05 0.2 54 46 
530290 1376190 350 2.6e-08  2.1e-08 1.7e-05 0.00086 0.0012 0.013 4.4 84 12 
530290 1377690 350 2e-05  0.00028 0.016 0.1 0.071 0.99 32 65 1.3 
530290 1379190 350 0.016  0.12 1.1 2.3 2.8 17 60 17 0.055 
530290 1380690 350 12  1.7 6.8 14 22 35 19 0.95 0.00079 
530290 1382190 350 1.4e+03  4 14 26 32 20 3.4 0.063 2.6e-05 
530290 1383690 350 1.5e+03  4.5 17 29 30 17 3 0.062 2.9e-05 
530290 1385190 350 31  2.1 15 29 26 19 8.4 0.51 0.00055 
530290 1386690 350 0.092  0.19 5.8 27 22 18 21 5.5 0.025 
530290 1388190 350 0.00013  0.0012 0.39 10 15 11 31 32 0.79 
530290 1389690 350 2.3e-07  2.1e-07 0.0017 0.56 4.1 2.8 17 67 8.6 
530290 1391190 350 5.2e-10  8.3e-13 4.1e-07 0.0038 0.4 0.4 4 60 35 
530290 1392690 350 1.5e-12  7.1e-20 4.8e-12 2.7e-06 0.016 0.04 0.49 26 74 
530290 1394190 350 6e-15  1.2e-28 2.5e-18 1.8e-10 0.0002 0.0024 0.03 5.6 94 
530290 1395690 350 2.7e-17  4.7e-39 6.8e-26 1.3e-15 8.2e-07 0.0001 0.0012 0.79 99 
530290 1397190 350 1.3e-19  4.4e-51 1e-34 9.7e-22 9.4e-10 3.4e-06 3.9e-05 0.08 1e+02 
530290 1398690 350 6.1e-22  1e-64 7.9e-45 8e-29 2.8e-13 9.7e-08 1e-06 0.0062 1e+02 
530290 1400190 350 3e-24  5.6e-80 3.4e-56 7.1e-37 2.1e-17 2.1e-09 2.4e-08 0.00036 1e+02 
530290 1401690 350 1.6e-26  7.5e-97 7.7e-69 6.7e-46 3.7e-22 2.9e-11 5.5e-10 1.7e-05 1e+02 
530290 1403190 350 7.9e-29  2.5e-115 9.6e-83 6.8e-56 1.6e-27 2.3e-13 1.3e-11 6.2e-07 1e+02 
530290 1404690 350 3.9e-31  2e-135 6.7e-98 7.6e-67 1.7e-33 9.3e-16 3.1e-13 2e-08 1e+02 
530290 1406190 350 1.8e-33  4.4e-157 2.7e-114 1e-78 4.8e-40 2e-18 8.9e-15 5.8e-10 1e+02 
530290 1407690 350 6.9e-36  2.7e-180 7e-132 1.6e-91 3.7e-47 2.2e-21 3.1e-16 1.7e-11 1e+02 
530290 1409190 350 2.2e-38  5e-205 1.2e-150 3.4e-105 8.3e-55 1.4e-24 1.4e-17 5.8e-13 1e+02 
530290 1410690 350 5.4e-41  2.8e-231 1.4e-170 9.7e-120 5.6e-63 4.8e-28 7.6e-19 2.2e-14 1e+02 
530290 1412190 350 1.1e-43  5e-259 1.1e-191 3.7e-135 1.1e-71 9e-32 5.2e-20 1e-15 1e+02 
530290 1413690 350 1.6e-46  0 5.7e-214 1.9e-151 6.6e-81 9.3e-36 3.9e-21 5.4e-17 1e+02 
530290 1415190 350 2.1e-49  0 2e-237 1.3e-168 1.1e-90 5e-40 3e-22 3.3e-18 1e+02 
530290 1416690 350 2.2e-52  0 4.4e-262 1e-186 5.3e-101 1.4e-44 2.1e-23 2.3e-19 1e+02 
530290 1418190 350 2.1e-55  0 0 1e-205 6.8e-112 1.8e-49 1.2e-24 1.8e-20 1e+02 
530290 1419690 350 1.7e-58  0 0 1.2e-225 2.2e-123 1.2e-54 5.2e-26 1.5e-21 1e+02 
530290 1421190 350 1.3e-61  0 0 1.7e-246 1.9e-135 3.5e-60 1.6e-27 1.4e-22 1e+02 
530290 1422690 350 8.9e-65  0 0 0 4.2e-148 4.8e-66 3.6e-29 1.4e-23 1e+02 
530290 1424190 350 5.6e-68  0 0 0 2.4e-161 3.2e-72 5.5e-31 1.8e-24 1e+02 
530290 1425690 350 3.2e-71  0 0 0 3.5e-175 9.6e-79 5.8e-33 2.8e-25 1e+02 
530290 1427190 350 1.7e-74  0 0 0 1.3e-189 1.3e-85 4.1e-35 5.6e-26 1e+02 
530290 1428690 350 8.1e-78  0 0 0 1.2e-204 8.7e-93 2e-37 1.5e-26 1e+02 
530290 1430190 350 3.6e-81  0 0 0 2.9e-220 2.6e-100 6.5e-40 5.1e-27 1e+02 
530290 1431690 350 1.5e-84  0 0 0 1.7e-236 3.6e-108 1.4e-42 2.2e-27 1e+02 
531790 1332690 350 7.3e-107  0 0 0 0 3.2e-147 3.2e-80 2.5e-63 1e+02 
531790 1334190 350 2.6e-102  0 0 0 0 8.8e-139 4.9e-77 1.2e-62 1e+02 
531790 1335690 350 8.2e-98  0 0 0 0 1.2e-130 5.3e-74 1e-61 1e+02 
531790 1337190 350 2.2e-93  0 0 0 8.9e-229 7.6e-123 4.2e-71 6e-60 1e+02 
531790 1338690 350 5.2e-89  0 0 0 1.1e-213 2.4e-115 2.3e-68 1.1e-57 1e+02 
531790 1340190 350 1e-84  0 0 0 4.3e-199 3.9e-108 9.6e-66 2.5e-55 1e+02 
531790 1341690 350 1.7e-80  0 0 0 5e-185 3.2e-101 3e-63 6.5e-53 1e+02 
531790 1343190 350 2.2e-76  0 0 0 1.7e-171 1.4e-94 7.2e-61 2e-50 1e+02 
531790 1344690 350 2.3e-72  0 0 0 1.7e-158 3.4e-88 1.4e-58 7.6e-48 1e+02 
531790 1346190 350 1.8e-68  0 0 7.3e-240 5.2e-146 4.5e-82 2.4e-56 3.4e-45 1e+02 
531790 1347690 350 1e-64  0 0 9.8e-220 5.1e-134 3.4e-76 3.7e-54 1.9e-42 1e+02 
531790 1349190 350 4.4e-61  0 0 1.9e-200 1.6e-122 1.5e-70 5.4e-52 1.3e-39 1e+02 
531790 1350690 350 1.3e-57  0 4.3e-246 5.4e-182 1.6e-111 4.1e-65 8.1e-50 1e-36 1e+02 
531790 1352190 350 2.9e-54  0 2.2e-222 2.3e-164 5.4e-101 6.5e-60 1.3e-47 9.6e-34 1e+02 
531790 1353690 350 4.5e-51  4.1e-262 8.1e-200 1.4e-147 5.9e-91 6.1e-55 2.7e-45 9.8e-31 1e+02 
531790 1355190 350 5.1e-48  3.1e-234 2.3e-178 1.2e-131 2.1e-81 3.5e-50 7e-43 1e-27 1e+02 
531790 1356690 350 4.3e-45  7.6e-208 4.7e-158 1.6e-116 2.4e-72 1.2e-45 2.6e-40 1.1e-24 1e+02 
531790 1358190 350 2.7e-42  6e-183 6.8e-139 2.9e-102 8.3e-64 2.3e-41 2.4e-37 1.1e-21 1e+02 
531790 1359690 350 1.4e-39  1.4e-159 6.6e-121 7.1e-89 8.7e-56 2.5e-37 9.6e-34 9.5e-19 1e+02 
531790 1361190 350 5.9e-37  9.7e-138 4e-104 2.1e-76 2.5e-48 1.5e-33 6.7e-30 6.8e-16 1e+02 
531790 1362690 350 2.3e-34  1.7e-117 1.4e-88 7.3e-65 1.9e-41 4.8e-30 4.8e-26 3.7e-13 1e+02 
531790 1364190 350 9e-32  7.7e-99 2.8e-74 2.8e-54 3.5e-35 8.6e-27 3e-22 1.4e-10 1e+02 
531790 1365690 350 3.5e-29  8.4e-82 3.1e-61 1.1e-44 1.6e-29 9.6e-24 1.5e-18 3.6e-08 1e+02 
531790 1367190 350 1.4e-26  2.2e-66 1.8e-49 5e-36 1.7e-24 7.9e-21 5.1e-15 6e-06 1e+02 
531790 1368690 350 5.8e-24  1.4e-52 5.5e-39 2.4e-28 5e-20 5.7e-18 1e-11 0.00063 1e+02 
531790 1370190 350 2.5e-21  2.2e-40 9.3e-30 1.2e-21 4.2e-16 4.2e-15 1.1e-08 0.038 1e+02 
531790 1371690 350 1.1e-18  8.3e-30 8.8e-22 7.1e-16 1.3e-12 5.1e-12 6.3e-06 1.1 99 
531790 1373190 350 5.4e-16  7.9e-21 4.6e-15 4.7e-11 1.8e-09 1.1e-08 0.0017 14 86 
531790 1374690 350 3.7e-13  1.5e-13 1.1e-09 3.1e-07 1e-06 1.4e-05 0.16 57 43 
531790 1376190 350 3.4e-10  6e-08 1.3e-05 0.00023 0.00015 0.0059 4.7 86 9.4 
531790 1377690 350 3.5e-07  0.00071 0.011 0.026 0.014 0.8 38 60 0.84 
531790 1379190 350 0.00046  0.23 0.62 0.72 1.9 22 64 11 0.021 
531790 1380690 350 1.1  2 4.7 14 32 37 9.3 0.21 9.6e-05 
531790 1382190 350 7.5e+02  11 25 33 25 6.2 0.32 0.0024 5.4e-07 
531790 1383690 350 3.3e+02  8.1 20 32 30 9.5 0.64 0.0057 1.5e-06 
531790 1385190 350 0.86  5.6 14 19 24 27 10 0.35 0.00022 
531790 1386690 350 0.00091  0.96 8.1 15 9.7 19 39 9 0.027 
531790 1388190 350 1.1e-06  0.0062 0.52 4.7 3.4 4.4 36 50 1 
531790 1389690 350 1.9e-09  9.3e-07 0.002 0.21 0.58 0.43 10 78 10 
531790 1391190 350 4.2e-12  3.7e-12 4.5e-07 0.0013 0.04 0.031 1.5 58 40 
531790 1392690 350 1.2e-14  3.1e-19 5.3e-12 9.3e-07 0.0012 0.002 0.12 20 80 
531790 1394190 350 4.5e-17  5.4e-28 2.8e-18 6.2e-11 1.4e-05 9.4e-05 0.0048 3.4 97 
531790 1395690 350 1.9e-19  2.2e-38 7.8e-26 4.4e-16 5.3e-08 3.3e-06 0.00013 0.37 1e+02 
531790 1397190 350 8.7e-22  2.1e-50 1.2e-34 3.5e-22 6e-11 9.9e-08 2.9e-06 0.03 1e+02 
531790 1398690 350 4.1e-24  5e-64 9.6e-45 2.9e-29 1.8e-14 2.6e-09 5.4e-08 0.0018 1e+02 
531790 1400190 350 2e-26  2.8e-79 4.2e-56 2.7e-37 1.4e-18 5.2e-11 9.3e-10 8.5e-05 1e+02 
531790 1401690 350 1e-28  3.8e-96 9.8e-69 2.6e-46 2.5e-23 7e-13 1.6e-11 3.1e-06 1e+02 
531790 1403190 350 5e-31  1.3e-114 1.2e-82 2.6e-56 1.1e-28 5.5e-15 2.9e-13 9.5e-08 1e+02 
531790 1404690 350 2.5e-33  1.1e-134 8.7e-98 3e-67 1.2e-34 2.3e-17 5.9e-15 2.5e-09 1e+02 
531790 1406190 350 1.1e-35  2.4e-156 3.6e-114 4e-79 3.4e-41 4.9e-20 1.5e-16 5.9e-11 1e+02 
531790 1407690 350 4.2e-38  1.5e-179 9.4e-132 6.6e-92 2.7e-48 5.6e-23 4.9e-18 1.4e-12 1e+02 
531790 1409190 350 1.3e-40  2.8e-204 1.6e-150 1.4e-105 6.1e-56 3.5e-26 2.1e-19 4e-14 1e+02 
531790 1410690 350 3.2e-43  1.6e-230 1.9e-170 4.1e-120 4.2e-64 1.2e-29 1.1e-20 1.3e-15 1e+02 
531790 1412190 350 5.9e-46  2.9e-258 1.6e-191 1.6e-135 8.6e-73 2.4e-33 7.6e-22 5e-17 1e+02 
531790 1413690 350 8.7e-49  0 8.7e-214 8.8e-152 5.4e-82 2.6e-37 5.9e-23 2.3e-18 1e+02 
531790 1415190 350 1e-51  0 3.2e-237 6.2e-169 9.8e-92 1.5e-41 4.8e-24 1.3e-19 1e+02 
531790 1416690 350 1e-54  0 7.7e-262 5.5e-187 5e-102 4.4e-46 3.6e-25 8.4e-21 1e+02 
531790 1418190 350 8.8e-58  0 0 6e-206 6.9e-113 6.4e-51 2.2e-26 6.1e-22 1e+02 
531790 1419690 350 6.7e-61  0 0 7.7e-226 2.5e-124 4.4e-56 1e-27 4.9e-23 1e+02 
531790 1421190 350 4.6e-64  0 0 1.2e-246 2.4e-136 1.4e-61 3.5e-29 4.3e-24 1e+02 
531790 1422690 350 2.9e-67  0 0 0 5.7e-149 2.2e-67 8.6e-31 4.4e-25 1e+02 
531790 1424190 350 1.7e-70  0 0 0 3.5e-162 1.6e-73 1.4e-32 5.3e-26 1e+02 
531790 1425690 350 8.8e-74  0 0 0 5.5e-176 5.2e-80 1.6e-34 7.9e-27 1e+02 
531790 1427190 350 4.2e-77  0 0 0 2.2e-190 8e-87 1.3e-36 1.6e-27 1e+02 
531790 1428690 350 1.9e-80  0 0 0 2.2e-205 5.6e-94 6.6e-39 4.2e-28 1e+02 
531790 1430190 350 7.7e-84  0 0 0 5.8e-221 1.8e-101 2.3e-41 1.5e-28 1e+02 
531790 1431690 350 2.9e-87  0 0 0 0 2.7e-109 5.5e-44 6.8e-29 1e+02 
533290 1332690 350 1.9e-109  0 0 0 0 7.8e-149 5.7e-82 4.4e-65 1e+02 
533290 1334190 350 7.3e-105  0 0 0 0 2e-140 8.3e-79 2e-64 1e+02 
533290 1335690 350 2.4e-100  0 0 0 0 2.5e-132 8.4e-76 1.9e-63 1e+02 
533290 1337190 350 7.1e-96  0 0 0 0 1.5e-124 6.1e-73 1.5e-61 1e+02 
533290 1338690 350 1.8e-91  0 0 0 3.2e-215 4.5e-117 3.2e-70 2.9e-59 1e+02 
533290 1340190 350 3.7e-87  0 0 0 1.2e-200 6.9e-110 1.2e-67 7.1e-57 1e+02 
533290 1341690 350 6.5e-83  0 0 0 1.3e-186 5.4e-103 3.7e-65 2e-54 1e+02 
533290 1343190 350 8.9e-79  0 0 0 4.3e-173 2.2e-96 8.5e-63 7e-52 1e+02 
533290 1344690 350 9.5e-75  0 0 0 4.1e-160 5.1e-90 1.6e-60 2.9e-49 1e+02 
533290 1346190 350 7.6e-71  0 0 4.5e-241 1.3e-147 6.7e-84 2.7e-58 1.5e-46 1e+02 
533290 1347690 350 4.4e-67  0 0 6e-221 1.2e-135 5e-78 4.1e-56 9.5e-44 1e+02 
533290 1349190 350 1.9e-63  0 0 1.1e-201 3.7e-124 2.2e-72 5.9e-54 7.5e-41 1e+02 
533290 1350690 350 5.8e-60  0 4.2e-247 3.2e-183 3.8e-113 5.9e-67 8.7e-52 7.2e-38 1e+02 
533290 1352190 350 1.3e-56  0 2.1e-223 1.3e-165 1.2e-102 9.2e-62 1.5e-49 7.8e-35 1e+02 
533290 1353690 350 2e-53  7.4e-263 8e-201 8.1e-149 1.3e-92 8.7e-57 2.9e-47 9.2e-32 1e+02 
533290 1355190 350 2.3e-50  5.5e-235 2.2e-179 7.3e-133 4.7e-83 4.9e-52 7.8e-45 1.1e-28 1e+02 
533290 1356690 350 1.9e-47  1.4e-208 4.6e-159 9.4e-118 5.4e-74 1.7e-47 3.1e-42 1.4e-25 1e+02 
533290 1358190 350 1.2e-44  1.1e-183 6.6e-140 1.7e-103 1.9e-65 3.2e-43 3.8e-39 1.6e-22 1e+02 
533290 1359690 350 6.1e-42  2.6e-160 6.4e-122 4.1e-90 2e-57 3.6e-39 2.2e-35 1.6e-19 1e+02 
533290 1361190 350 2.6e-39  1.7e-138 3.9e-105 1.2e-77 5.7e-50 2.1e-35 2e-31 1.4e-16 1e+02 
533290 1362690 350 1e-36  3.1e-118 1.4e-89 4.3e-66 4.3e-43 6.9e-32 1.9e-27 8.8e-14 1e+02 
533290 1364190 350 4e-34  1.4e-99 2.8e-75 1.7e-55 8e-37 1.3e-28 1.6e-23 4.1e-11 1e+02 
533290 1365690 350 1.5e-31  1.5e-82 3.1e-62 6.8e-46 3.6e-31 1.5e-25 1.1e-19 1.3e-08 1e+02 
533290 1367190 350 6.1e-29  4.1e-67 1.8e-50 3e-37 4.1e-26 1.3e-22 4.8e-16 2.6e-06 1e+02 
533290 1368690 350 2.5e-26  2.6e-53 5.6e-40 1.5e-29 1.2e-21 1e-19 1.3e-12 0.00034 1e+02 
533290 1370190 350 1e-23  4.2e-41 9.7e-31 7.7e-23 1.1e-17 8.7e-17 1.8e-09 0.024 1e+02 
533290 1371690 350 4.5e-21  1.6e-30 9.5e-23 4.6e-17 3.7e-14 1.8e-13 1.4e-06 0.84 99 
533290 1373190 350 2.1e-18  1.6e-21 5.2e-16 3.3e-12 7e-11 7.3e-10 0.00055 12 88 
533290 1374690 350 1.3e-15  3.4e-14 1.4e-10 2.4e-08 5.1e-08 1.6e-06 0.078 53 47 
533290 1376190 350 1.1e-12  1.5e-08 1.8e-06 2e-05 8.9e-06 0.0012 3.1 86 11 
533290 1377690 350 9.7e-10  0.00021 0.0018 0.0026 0.001 0.28 32 67 1.1 
533290 1379190 350 9.9e-07  0.086 0.12 0.089 0.39 14 70 16 0.037 
533290 1380690 350 0.0013  0.96 1.3 6.4 24 48 19 0.56 0.00031 
533290 1382190 350 0.56  4.3 15 32 36 13 0.99 0.0098 2.7e-06 
533290 1383690 350 0.25  3.8 11 27 38 18 1.9 0.023 7.3e-06 
533290 1385190 350 0.00071  4.5 5.6 6.8 15 40 26 1.3 0.00099 
533290 1386690 350 1.1e-06  0.6 2.8 2.9 1.7 11 60 21 0.079 
533290 1388190 350 2.2e-09  0.0024 0.11 0.61 0.27 0.88 28 69 1.8 
533290 1389690 350 5.1e-12  2.8e-07 0.00033 0.021 0.036 0.038 4.6 81 14 
533290 1391190 350 1.2e-14  9.8e-13 6.6e-08 0.00012 0.0019 0.0014 0.42 51 49 
533290 1392690 350 3.9e-17  7.4e-20 6.8e-13 7.1e-08 4.2e-05 5.2e-05 0.02 14 86 
533290 1394190 350 1.6e-19  1.2e-28 3.3e-19 4.4e-12 3.9e-07 2e-06 0.00053 1.7 98 
533290 1395690 350 7.4e-22  4.5e-39 8.8e-27 3e-17 1.4e-09 6.3e-08 1e-05 0.14 1e+02 
533290 1397190 350 3.5e-24  4.2e-51 1.3e-35 2.3e-23 1.5e-12 1.7e-09 1.5e-07 0.0089 1e+02 
533290 1398690 350 1.7e-26  9.8e-65 1e-45 1.9e-30 4.5e-16 4.2e-11 2e-09 0.00042 1e+02 
533290 1400190 350 8.3e-29  5.4e-80 4.4e-57 1.7e-38 3.4e-20 8.1e-13 2.6e-11 1.6e-05 1e+02 
533290 1401690 350 4.2e-31  7.3e-97 1e-69 1.6e-47 6.1e-25 1.1e-14 3.3e-13 4.8e-07 1e+02 
533290 1403190 350 2.1e-33  2.4e-115 1.3e-83 1.6e-57 2.6e-30 8.1e-17 4.7e-15 1.2e-08 1e+02 
533290 1404690 350 1e-35  2e-135 8.9e-99 1.8e-68 2.9e-36 3.3e-19 8.1e-17 2.5e-10 1e+02 
533290 1406190 350 4.7e-38  4.4e-157 3.7e-115 2.4e-80 8.1e-43 7.1e-22 1.9e-18 4.9e-12 1e+02 
533290 1407690 350 1.8e-40  2.8e-180 9.6e-133 4e-93 6.3e-50 8.2e-25 5.7e-20 9.9e-14 1e+02 
533290 1409190 350 5.5e-43  5.2e-205 1.7e-151 8.7e-107 1.5e-57 5.2e-28 2.4e-21 2.3e-15 1e+02 
533290 1410690 350 1.3e-45  3.1e-231 2e-171 2.6e-121 1e-65 1.9e-31 1.3e-22 6.2e-17 1e+02 
533290 1412190 350 2.4e-48  5.7e-259 1.7e-192 1.1e-136 2.2e-74 3.7e-35 8.9e-24 2.1e-18 1e+02 
533290 1413690 350 3.4e-51  0 9.7e-215 5.9e-153 1.4e-83 4.2e-39 7.1e-25 8.7e-20 1e+02 
533290 1415190 350 3.9e-54  0 3.8e-238 4.4e-170 2.7e-93 2.5e-43 6e-26 4.4e-21 1e+02 
533290 1416690 350 3.6e-57  0 9.7e-263 4.1e-188 1.5e-103 8e-48 4.8e-27 2.6e-22 1e+02 
533290 1418190 350 2.8e-60  0 0 4.9e-207 2.2e-114 1.2e-52 3.2e-28 1.8e-23 1e+02 
533290 1419690 350 2e-63  0 0 6.8e-227 8.6e-126 9.4e-58 1.6e-29 1.4e-24 1e+02 
533290 1421190 350 1.3e-66  0 0 1.1e-247 8.8e-138 3.4e-63 6.1e-31 1.2e-25 1e+02 
533290 1422690 350 7.3e-70  0 0 0 2.3e-150 5.6e-69 1.6e-32 1.2e-26 1e+02 
533290 1424190 350 3.8e-73  0 0 0 1.5e-163 4.3e-75 2.9e-34 1.4e-27 1e+02 
533290 1425690 350 1.9e-76  0 0 0 2.6e-177 1.6e-81 3.6e-36 2e-28 1e+02 
533290 1427190 350 8.3e-80  0 0 0 1.1e-191 2.6e-88 3e-38 3.9e-29 1e+02 
533290 1428690 350 3.4e-83  0 0 0 1.3e-206 2e-95 1.7e-40 1.1e-29 1e+02 
533290 1430190 350 1.3e-86  0 0 0 3.5e-222 6.9e-103 6.5e-43 4.1e-30 1e+02 
